WELL_ID,LAT,LONG,LL_REF,X,Y,XY_REF,TOP070_Pierre,TOP097_Mowry,TOP125_InyanKara,TOP145_Swift_lower,TOP170_Rierdon,TOP183_Piper,TOP201_Spearfish,TOP307_Tyler,TOP323_Otter,TOP330_Kibbey,TOP335_Charles,TOP340_MissionCanyon,TOP349_Lodgepole,TOP357_Bakken_upper,TOP362_Bakken_middle,TOP364_Bakken_lower,TOP368_ThreeForks,TOP372_Duprow,TOP377_DawsonBay,TOP382_Prairie,TOP383_Prairie_evaporite,TOP388_Winnipegosis,TOP408_Ashern,TOP419_Interlake,TOP445_RedRiver,TOP458_Winnipeg,TOP467_Icebox_base,TOP470_Deadwood,TOP542_Basement,TVT070_Pierre_2_Mowry,TVT097_Mowry_2_InyanKara,TVT125_InyanKara_2_Swift_lower,TVT145_Swift_lower_2_Rierdon,TVT170_Rierdon_2_Piper,TVT183_Piper_2_Spearfish,TVT201_Spearfish_2_Tyler,TVT307_Tyler_2_Otter,TVT323_Otter_2_Kibbey,TVT330_Kibbey_2_Charles,TVT335_Charles_2_MissionCanyon,TVT340_MissionCanyon_2_Lodgepole,TVT349_Lodgepole_2_Bakken_upper,TVT357_Bakken_upper_2_Bakken_middle,TVT362_Bakken_middle_2_Bakken_lower,TVT364_Bakken_lower_2_ThreeForks,TVT368_ThreeForks_2_Duprow,TVT372_Duprow_2_DawsonBay,TVT377_DawsonBay_2_Prairie,TVT382_Prairie_2_Prairie_evaporite,TVT383_Prairie_evaporite_2_Winnipegosis,TVT388_Winnipegosis_2_Ashern,TVT408_Ashern_2_Interlake,TVT419_Interlake_2_RedRiver,TVT445_RedRiver_2_Winnipeg,TVT458_Winnipeg_2_Icebox_base,TVT467_Icebox_base_2_Deadwood,TVT470_Deadwood_2_Basement
81,48.61941359,-105.9715829,NAD27 WKID 4267,-2433772,9466107,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-565,-1119,-1742,-1908,-2373,-2534,,,-2702,-2797,-3319,-3846,-4102,-4108,-4141,-4150,-4322,,,,,,,,,,,,,554,623,166,465,161,,,,95,522,527,256,6,33,9,173,,,,,,,,,,,
82,48.67715165,-105.4936805,NAD27 WKID 4267,-2315450,9474893,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,48.6810059,-105.5104607,NAD27 WKID 4267,-2319390,9476686,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,48.67744922,-105.4983238,NAD27 WKID 4267,-2316568,9475113,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,48.67412839,-105.9799011,NAD27 WKID 4267,-2433725,9485957,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,48.62633319,-105.6357778,NAD27 WKID 4267,-2351845,9460136,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,48.57576745,-105.5588366,NAD27 WKID 4267,-2334962,9440080,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-938,-1477,-2153,-2336,-2784,-2946,-3116,-3117,-3164,-3306,-3981,-4536,-4806,-4811,-4851,-4855,-5042,,,,,,,,,,,,,538,676,183,448,162,171,1,46,142,675,555,270,5,40,4,187,,,,,,,,,,,
88,48.58668703,-105.3739208,NAD27 WKID 4267,-2289552,9439503,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1078,-1573,-2253,-2442,-2881,-3045,-3164,-3164,-3370,-3522,-4238,-4828,-5110,-5115,-5164,-5170,,,,,,,,,,,,,,495,680,189,439,165,202,0,206,153,716,590,282,5,49,6,,,,,,,,,,,,
89,48.67353722,-105.4884559,NAD27 WKID 4267,-2314310,9473468,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,48.6811932,-105.4983559,NAD27 WKID 4267,-2316441,9476458,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,48.6846581,-105.5104923,NAD27 WKID 4267,-2319266,9477998,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,48.68107325,-105.4934753,NAD27 WKID 4267,-2315259,9476296,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,48.59023187,-105.428375,NAD27 WKID 4267,-2302682,9442092,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1047,-1574,-2240,-2423,-2868,-3033,-3206,-3204,-3310,-3443,-4141,-4727,-5002,-5007,-5051,-5058,-5240,,,,,,,,,,,,,527,666,183,444,165,171,,105,133,698,587,275,5,44,7,182,,,,,,,,,,,
94,48.61931118,-105.4831965,NAD27 WKID 4267,-2314981,9453868,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,48.58931166,-105.4231542,NAD27 WKID 4267,-2301444,9441635,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,48.68801763,-105.7507466,NAD27 WKID 4267,-2377528,9485141,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-781,,,,,,,,-2869,-2946,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,
97,48.70637494,-105.411751,NAD27 WKID 4267,-2294491,9483398,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1036,-1555,-2198,-2380,-2823,-3002,-3244,-3244,-3244,-3379,-4047,-4656,-4899,-4906,-4956,-4963,-5147,-5954,-6024,-6055,-6055,-6126,-6145,-6643,,,,,,518,644,181,443,179,194,0,0,136,668,608,243,7,50,7,185,807,70,31,0,71,19,498,,,,
98,48.70075682,-105.7854153,NAD27 WKID 4267,-2385479,9490582,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-768,,,,,,,,,-2912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,48.70699406,-105.7670919,NAD27 WKID 4267,-2380797,9492361,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-780,-1326,-1896,-2079,-2538,-2709,,,-2877,-2945,,,,,,,,,,,,,,,,,,,,546,569,183,459,171,,,,68,,,,,,,,,,,,,,,,,,
100,48.69524418,-105.7832031,NAD27 WKID 4267,-2385146,9488548,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-757,-1322,-1898,-2077,-2527,-2699,,,-2850,-2922,,,,,,,,,,,,,,,,,,,,565,576,179,450,172,,,,72,,,,,,,,,,,,,,,,,,
101,48.72085666,-105.8000933,NAD27 WKID 4267,-2388298,9498164,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-744,,,,,,,,,-2892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,48.70970952,-105.7941768,NAD27 WKID 4267,-2387275,9494015,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-767,,,,,,,,,-2912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,48.58255889,-105.0781522,NAD27 WKID 4267,-2217677,9431006,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1521,-2005,-2723,-2934,-3338,-3511,-3715,-3715,-3939,-4055,-4852,-5403,-5778,-5785,-5837,-5846,-6034,-6809,-6876,-6905,-6915,-6988,-7023,,,,,,,485,717,212,404,173,225,0,224,116,797,551,375,7,53,9,187,775,67,29,10,73,35,,,,,
104,48.73466945,-105.8105675,NAD27 WKID 4267,-2390328,9503384,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-760,,,,,,,,,-2899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,48.72753672,-105.8047022,NAD27 WKID 4267,-2389169,9500677,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-754,,,,,,,,,-2899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,48.72055114,-105.7886523,NAD27 WKID 4267,-2385531,9497767,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-780,,,,,,,,,-2934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,48.91357834,-105.4472932,NAD27 WKID 4267,-2295711,9558615,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,48.81161271,-105.8601416,NAD27 WKID 4267,-2399489,9532238,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-722,,,-1979,-2450,-2622,,,-2743,-2807,-3276,-3850,-4096,-4104,-4157,-4168,-4355,-5174,-5243,-5267,-5268,,-5318,,,,,,,,,,471,172,,,,65,469,574,246,7,53,12,187,819,69,24,1,,,,,,,
109,48.73964306,-105.527594,NAD27 WKID 4267,-2321437,9498154,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,48.60455201,-105.4672009,NAD27 WKID 4267,-2311619,9448178,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,48.6886542,-105.5029216,NAD27 WKID 4267,-2317282,9479248,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-997,,,-2323,-2766,-2942,,,-3136,-3295,-3926,-4535,-4789,-4794,-4843,-4850,-5026,,,,,,,,,,,,,,,,443,176,,,,159,631,610,254,5,49,7,176,,,,,,,,,,,
112,48.851002,-106.0019598,NAD27 WKID 4267,-2432382,9549970,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-623,-1195,-1732,-1886,-2372,-2546,,,-2651,-2697,-3114,-3694,-3919,-3924,-3969,-3980,-4147,,,,,,,,,,,,,572,537,154,486,174,,,,47,416,580,225,6,45,11,167,,,,,,,,,,,
113,48.79422209,-105.8544083,NAD27 WKID 4267,-2398748,9525855,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-732,-1292,-1848,-2008,-2479,-2651,,,-2779,-2857,-3317,-3865,-4133,-4140,-4187,-4204,-4379,-5229,-5301,,,-5393,-5398,-5890,-6106,,,,,560,556,160,471,172,,,,78,460,548,268,7,47,17,174,851,72,,,,5,493,216,,,
114,48.70610545,-105.7558656,NAD27 WKID 4267,-2378103,9491761,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-830,-1374,-1958,-2136,-2597,-2763,,,-2931,-2998,-3569,-4027,-4393,-4398,,,,,,,,,,,,,,,,544,584,179,461,166,,,,68,570,458,366,6,,,,,,,,,,,,,,
115,48.69162234,-105.7886556,NAD27 WKID 4267,-2386605,9487385,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-784,-1321,-1908,-2082,-2540,-2712,,,-2871,-2934,-3524,-3995,-4334,-4340,-4378,-4386,,,,,,,,,,,,,,537,587,174,458,172,,,,63,590,471,338,6,38,8,,,,,,,,,,,,
116,48.98846772,-105.6515243,NAD27 WKID 4267,-2342434,9590455,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,46.86643808,-104.6589035,NAD27 WKID 4267,-2172097,8802556,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1002,,,,,,,,-4472,-4595,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,
118,46.8881214,-104.7798769,NAD27 WKID 4267,-2201631,8813182,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2294,-2776,-3584,-3683,-3987,-4089,-4533,-4629,-4962,-5091,-5473,-5996,-6622,,,-6620,-6778,-7140,-7158,-7158,,,-7207,-7718,,,,,,482,808,98,304,102,,96,333,129,382,523,626,,,,158,361,18,,,,,512,,,,
119,46.90115644,-104.7164926,NAD27 WKID 4267,-2185348,8816433,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1108,,,,,,,,-4531,-4656,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,
120,46.90258961,-104.7072555,NAD27 WKID 4267,-2182991,8816739,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1088,,,,,,,,-4521,-4642,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,
121,46.90606369,-104.7128534,NAD27 WKID 4267,-2184275,8818124,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1115,,,,,,,,-4534,-4660,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,
122,46.91696566,-104.6533175,NAD27 WKID 4267,-2169031,8820703,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,-1611,,-2594,-2802,-3024,,,-4596,-4726,-5135,-5631,-6201,,,-6203,-6201,-6264,-6273,-6273,,-6280,-6281,-6765,,,,,,,,,208,222,,,,131,409,496,570,,,,,63,9,1,,,1,484,,,,
123,46.94579904,-104.7697874,NAD27 WKID 4267,-2197178,8833805,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1089,,,,,,,,-4688,-4808,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,
124,46.94957139,-104.7964365,NAD27 WKID 4267,-2203709,8835786,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2298,-2750,,-3717,-3951,-4141,,,-4986,-5114,-5497,-6029,-6649,,,-6647,-6828,-7216,-7234,-7233,,,,-7833,-8294,,,,,453,,,233,190,,,,129,383,532,620,,,,181,388,18,,,,,,460,,,
125,46.97873091,-104.8018536,NAD27 WKID 4267,-2204083,8846454,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1100,,,,,,,,,-4767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,47.02245374,-104.8336505,NAD27 WKID 4267,-2210549,8862998,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,-5078,-5568,-6146,,,-6146,-6149,-6148,-6146,-6148,-6147,-6146,,-6522,,,,,,,,,,,,,,,,490,578,,,,3,,,2,,,,,,,,
127,47.02253192,-104.8443376,NAD27 WKID 4267,-2213213,8863275,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1189,-1677,-2583,-2706,-2956,-3142,-3855,-4262,-4608,,-5117,-5605,-6181,,,-6179,-6179,-6181,-6180,-6179,-6179,-6179,,-6471,,,,,,488,906,123,251,186,,407,346,,,488,576,,,,0,2,,,0,0,,,,,,
128,47.03319046,-104.6955035,NAD27 WKID 4267,-2175720,8863691,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-4813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,47.08829396,-104.8811997,NAD27 WKID 4267,-2220183,8887902,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1348,-1793,,,,,-3962,-4339,-4676,-4814,-5170,-5656,-6164,,,-6161,-6253,-6418,-6429,-6446,-6444,-6445,-6447,-6956,,,,,,446,,,,,,377,337,138,356,486,508,,,,93,165,11,17,,1,2,509,,,,
130,47.10231094,-104.892318,NAD27 WKID 4267,-2222479,8893227,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1406,-1838,,,,,-4032,-4430,-4783,-4916,-5280,-5680,-6201,,,-6199,-6298,-6500,-6511,-6535,-6536,-6536,-6535,-7068,,,,,,432,,,,,,398,353,133,365,399,521,,,,99,202,11,25,1,0,,533,,,,
131,47.15008545,-104.9239381,NAD27 WKID 4267,-2228733,8911229,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1479,-1918,-2895,-3021,-3253,-3439,-4136,-4588,-4945,-5047,,-5831,-6400,,,-6400,-6461,-6698,-6715,-6766,-6765,-6766,-6765,-7356,,,,,,439,977,126,232,186,,452,357,102,,,569,,,,61,237,17,52,,1,,591,,,,
132,47.16819201,-104.5782528,NAD27 WKID 4267,-2142046,8909822,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2007,-2459,-3354,-3495,-3741,-3929,-4630,-4872,-5238,-5333,-5927,-6419,-7010,,,-7007,-7108,-7463,-7497,-7550,,-7549,-7550,-8152,,,,,,452,895,141,246,188,,242,366,95,594,491,591,,,,101,355,34,53,,,1,602,,,,
133,47.17952091,-104.9648889,NAD27 WKID 4267,-2237924,8922825,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1921,-2358,,,,,,-4584,-4943,-5084,-5452,-5963,-6656,,,-6657,-6727,,,,,,,,,,,,,437,,,,,,,359,140,368,512,693,,,,70,,,,,,,,,,,
134,47.21207804,-104.9356156,NAD27 WKID 4267,-2229529,8933897,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1467,-1887,,-2966,-3200,-3396,-4097,-4481,-4841,,-5396,-5898,-6524,,,-6524,-6550,-6801,-6817,-6866,-6867,-6867,-6866,,,,,,,420,,,235,195,,384,360,,,502,625,,,,27,251,16,49,1,0,,,,,,
135,47.2157776,-105.0047769,NAD27 WKID 4267,-2246607,8936862,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1866,-2307,-3209,,,,,,-4797,-4890,-5407,-5930,-6642,,,-6642,-6698,-7082,-7107,-7153,-7152,-7152,-7154,-7630,-8048,-8186,,,,441,902,,,,,,,93,518,523,712,,,,57,384,25,46,,0,2,476,419,137,,
136,47.24113134,-105.0048784,NAD27 WKID 4267,-2245762,8946021,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1928,-2358,,,,-3808,-4188,-4443,-4814,-4942,-5435,-5956,-6668,,,-6670,-6743,-7149,-7178,-7224,-7224,-7224,-7224,-7687,,,,,,430,,,,,,256,370,128,493,521,712,,,,74,406,29,46,0,0,0,463,,,,
137,47.29531624,-104.9197536,NAD27 WKID 4267,-2222753,8963587,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1723,,,-3224,,,,-4550,-4910,-5017,-5576,-6089,-6785,,,-6785,-6825,-7217,-7250,-7301,-7300,-7328,-7336,-7840,,,,,,,,,,,,,360,107,558,513,696,,,,40,391,34,51,,28,8,504,,,,
138,47.30640297,-104.6741624,NAD27 WKID 4267,-2161359,8961926,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,,,-7149,-7149,-7149,-7149,-7204,-7622,-7661,-7709,,-7719,-7719,-8311,,,,,,,,,,,,,,,,,,0,0,0,55,417,40,48,,,,592,,,,
139,47.40042691,-104.9944244,NAD27 WKID 4267,-2237703,9003287,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1876,-2320,-3213,-3362,-3691,-3788,-4274,-4517,-4897,-4988,-5574,-6109,-6802,,,-6802,-6920,,,,,,,,,,,,,444,893,150,329,97,,243,381,91,585,535,693,,,,117,,,,,,,,,,,
140,47.43238508,-104.5251731,NAD27 WKID 4267,-2120243,9004065,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,,,,,,,-7640,-8140,-8201,-8244,-8243,-8307,-8336,-8918,,,,,,,,,,,,,,,,,,,,,,501,60,44,,64,29,582,,,,
141,47.50569046,-105.1483024,NAD27 WKID 4267,-2272201,9044923,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,-4991,-5544,-6084,-6814,-6814,-6814,-6816,-6925,,,,,,,-7945,,,,,,,,,,,,,,,553,540,730,0,0,2,109,,,,,,,,,,,
142,47.74488493,-105.3599319,NAD27 WKID 4267,-2316075,9136278,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1801,,-3030,-3179,-3505,-3540,-3753,-3889,-4202,-4348,-4803,-5319,-5985,,,-5987,-6148,-6799,-6855,-6893,-6893,-6936,-6945,-7408,-7725,-7886,-7925,,,,,149,326,35,,137,312,147,454,516,666,,,,162,650,57,38,,44,8,463,317,161,39,
143,47.07779633,-104.8661032,NAD27 WKID 4267,-2216775,8883756,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-4591,-4759,-5154,-5640,-6156,,,-6154,-6258,-6436,-6452,-6485,-6486,-6485,-6485,,,,,,,,,,,,,,,169,394,487,516,,,,105,178,16,33,1,,0,,,,,
144,47.55648481,-105.0504238,NAD27 WKID 4267,-2246214,9060920,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2038,-2464,-3332,-3490,-3817,-3927,-4223,-4434,-4817,-4922,-5520,-6071,-6773,,,-6772,-6935,-7478,-7532,-7573,-7572,-7632,-7645,-8130,,,,,,425,868,159,327,110,301,210,383,105,597,552,702,,,,163,543,54,41,,59,13,485,,,,
145,46.96044946,-104.6956233,NAD27 WKID 4267,-2178163,8837395,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,-5165,-5661,-6252,,,-6252,-6253,-6311,-6310,-6311,,-6311,-6312,-6817,,,,,,,,,,,,,,,,496,592,,,,1,58,,1,,,1,505,,,,
146,46.89435969,-104.6970793,NAD27 WKID 4267,-2180720,8813529,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1055,,,,,,,,-4512,-4632,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,,,,,,,
147,47.07393211,-104.8751212,NAD27 WKID 4267,-2219154,8882570,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1302,-1751,,-2837,-3042,-3260,-3922,-4299,-4643,-4772,-5167,-5641,-6181,,,,-6255,-6433,-6453,-6479,-6479,-6480,-6480,,,,,,,448,,,205,219,,377,344,129,395,475,540,,,,,178,20,26,0,1,0,,,,,
148,47.31369986,-105.2119466,NAD27 WKID 4267,-2294696,8977169,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,-2369,-3256,-3386,-3730,-3833,,-4436,-4812,-4946,-5389,-5915,-6611,,,-6611,-6679,,,,,,,-7623,,,,,,,887,131,344,103,,,376,134,443,526,696,,,,68,,,,,,,,,,,
149,47.31008641,-105.3608393,NAD27 WKID 4267,-2331795,8979489,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,47.21520718,-104.7662257,NAD27 WKID 4267,-2187281,8931091,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1875,-2325,-3220,-3364,-3607,-3792,-4426,-4691,-5048,-5128,-5701,-6219,-6815,-6815,-6815,-6815,-6900,-7258,-7289,-7340,,-7339,-7339,-7885,,,,,,450,895,144,243,185,645,266,357,80,573,518,596,0,0,0,85,358,31,51,,,1,546,,,,
151,47.15546182,-104.7543004,NAD27 WKID 4267,-2186308,8909231,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-5010,-5116,-5647,-6155,-6689,-6689,-6689,-6689,-6781,-7122,-7142,-7191,,-7192,-7192,-7721,-8179,,,,,,,,,,,,,105,532,508,534,0,0,0,92,341,20,49,,,0,529,458,,,
152,46.97166328,-105.1730137,NAD27 WKID 4267,-2296990,8852689,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,-2627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,47.02238809,-105.1192653,NAD27 WKID 4267,-2281808,8869725,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,-2696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,47.19784761,-104.7711072,NAD27 WKID 4267,-2189076,8924932,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-5013,-5094,-5680,-6203,-6735,,,-6734,-6848,-7207,-7240,-7285,,-7286,-7286,-7826,,,,,,,,,,,,,,81,586,523,532,,,,114,359,34,45,,,0,540,,,,
155,47.27335685,-104.9337572,NAD27 WKID 4267,-2226980,8955985,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-4872,-4974,-5536,-6043,-6703,,,-6703,-6759,-7128,-7162,-7212,-7212,-7237,-7244,-7743,,,,,,,,,,,,,,102,562,507,660,,,,56,370,34,50,,26,7,499,,,,
156,47.43120446,-104.9971652,NAD27 WKID 4267,-2237328,9014460,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1938,-2361,-3252,-3399,-3718,-3827,-4274,-4510,-4891,-4988,-5555,-6086,-6786,-6786,-6786,-6786,-6902,-7391,-7439,-7497,-7497,-7550,-7562,-8041,,,,,,424,891,146,320,108,,236,382,96,567,531,700,0,0,0,116,490,48,57,0,54,12,479,,,,
157,47.47487435,-104.5287349,NAD27 WKID 4267,-2119746,9019485,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2297,-2750,-3623,-3789,-4104,-4247,-4906,-5148,-5541,-5639,-6319,-6850,-7552,-7555,-7555,-7555,-7685,-8193,-8257,-8297,-8298,-8387,-8392,-8984,,,,,,453,873,167,315,143,722,243,393,98,680,531,702,3,1,0,129,508,64,40,1,89,5,592,,,,
158,47.38019758,-104.8806028,NAD27 WKID 4267,-2210153,8993321,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1963,-2420,-3330,-3470,-3700,-3912,-4482,-4827,-5207,-5301,-5910,-6435,-7108,-7108,-7108,-7108,-7179,-7605,-7650,-7704,-7704,-7741,-7750,-8255,,,,,,457,910,139,230,212,572,345,379,94,609,525,673,0,0,0,71,426,45,54,0,37,9,505,,,,
159,47.46557979,-104.5499809,NAD27 WKID 4267,-2125315,9016604,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2283,-2739,-3609,-3772,-4087,-4233,-4889,-5136,-5526,-5626,-6305,-6821,-7521,-7521,-7521,-7521,-7653,-8153,-8215,-8258,-8259,-8330,-8351,-8938,,,,,,456,870,163,315,146,711,247,390,100,679,516,700,0,0,0,132,500,62,42,1,72,21,587,,,,
160,47.29901934,-104.9570372,NAD27 WKID 4267,-2231890,8965798,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1730,-2162,-3072,-3200,-3521,-3623,-4332,-4689,-5052,-5181,-5573,-6071,-6774,-6774,-6774,-6774,-6807,-7191,-7227,-7277,-7276,-7296,-7303,-7798,,,,,,432,910,128,320,102,714,357,363,129,392,498,704,0,0,0,32,384,36,51,,20,7,495,,,,
